,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
657,10297875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I mean so my eye just because just because you have a child and a big boy job doesn't mean you're necessarily an adult.-- Well, you have a kid, then we don't have to go right to adult. You're still kind of a child.<b> I mean so my eye just because just because you have a child and a big boy job doesn't mean you're necessarily an adult.</b> I thought this is the exact criteria for me now.--10297875.0", I mean so my eye just because just because you have a child and a big boy job doesn't mean you're necessarily an adult., disapproval,1
396,4081091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--It's like okay, you know to that's hilarious. <b> What if we did a podcast in sign language that wouldn't do, you know sign language a little bit like my Spanish very little In Spanish, how are you? </b>  I was beat up by.--4081091"," What if we did a podcast in sign language that wouldn't do, you know sign language a little bit like my Spanish very little In Spanish, how are you? ", neutral,1
767,12870481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ou must kiss everyone.-- This is something that is just for Christmas like an angel comes and Curses this dude with now.<b> You must kiss everyone.</b> That's so it's a movie.--12870481., You must kiss everyone., love,1
230,2068664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-It's always our busiest time. <b> It allows me my girlfriend to travel and the bus and kind of be free I guess do you like Have a workshop where you make yeah. </b>  I love I lost the audio from you.--2068664, It allows me my girlfriend to travel and the bus and kind of be free I guess do you like Have a workshop where you make yeah. , approval,1
1450,29641890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,'m just going to take a wild guess because I-- One of them has a band of purple on a rainbow that's on the flag. The other has a purple and green parrot on the flag name either country.<b> I'm just going to take a wild guess because I</b> one because I love this country and everything I learned about it makes me love it more.--29641890., I'm just going to take a wild guess because I, confusion,1
450,5427393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"You know talk to some of these experts about okay now, yeah.-- And also just the way that they again did all the programming in rowing and how did the program rolling, you know how to get a good engine and how your program muscle-ups the right way and all the gymnastics and endurance and you know, I have problem with shoulder and burns right. So there's just a lot of of things that I could kind of.<b> You know talk to some of these experts about okay now, yeah.</b> And then we had a camp in seven scene.--5427393.0"," You know talk to some of these experts about okay now, yeah.", approval,1
1119,21405292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"--Well, I have a to little munchkins at home. <b> I enjoy hanging out with them. </b> And I love food. Like I live I live in downtown Toronto, which is a really Multicultural Hub.--21405292", I enjoy hanging out with them. , joy,1
1203,23611890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Yeah said dude, everybody's nervous when they speak. <b> I was 26 27 years old something like that and And it's like huh? </b> And for whatever reason that just made sense to me. Yeah, I can just kind of alleviated that initial stress.--23611890", I was 26 27 years old something like that and And it's like huh? , confusion,1
34,331474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"I kind of looked at them briefly before this and wrote answers to a few of them, but I didn't want to like waste so much time and then plan it all out.-- Let's get on into the episode. I cannot wait to answer these 73 questions guys.<b> I kind of looked at them briefly before this and wrote answers to a few of them, but I didn't want to like waste so much time and then plan it all out.</b> So I would know exactly what I was saying before even though that is how the videos work well,--331474.0"," I kind of looked at them briefly before this and wrote answers to a few of them, but I didn't want to like waste so much time and then plan it all out.", curiosity,1
1619,34230912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"I spent like an hour and a half just like trying to get so many different random ass sounds and we got we got a real collection for you guys.-- Like Joe Rogan Jamie shout-out to our sandbox. Honestly to Brands - oh, yeah.<b> I spent like an hour and a half just like trying to get so many different random ass sounds and we got we got a real collection for you guys.</b> So you guys should definitely stay tuned.--34230912.0", I spent like an hour and a half just like trying to get so many different random ass sounds and we got we got a real collection for you guys., pride,1
1403,28360444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Wait, we wrap it up with all our guests first thing. <b> So then kind of wrap up with your final thought for us your final Jewel and then give us your social media and where we could connect with you and I'll remind you along the way so so start With what next year to what's the ghost? </b>  Yes the next year to one definite with the with the mobile crowd therapy would be being able to franchise that out.--28360444", So then kind of wrap up with your final thought for us your final Jewel and then give us your social media and where we could connect with you and I'll remind you along the way so so start With what next year to what's the ghost? , neutral,1
395,4066996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"I'm still getting back into the dance mom feel because it's been gone for you know a couple of years now, and so now that it's back for season eight with you know, all new people.-- What was which was in general? Did you like this episode Tony?<b> I'm still getting back into the dance mom feel because it's been gone for you know a couple of years now, and so now that it's back for season eight with you know, all new people.</b> It almost feels like a brand-new show to me.--4066996.0"," I'm still getting back into the dance mom feel because it's been gone for you know a couple of years now, and so now that it's back for season eight with you know, all new people.", neutral,1
162,1453301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"It will take a while Disney will die down on its own Trend multiple-time great.-- Yeah can't say it's not Disney is a total Trend right now. Yeah, it will die down like every other trend on this planet.<b> It will take a while Disney will die down on its own Trend multiple-time great.</b> So let it happen and then we can have start with land ourselves.--1453301.0", It will take a while Disney will die down on its own Trend multiple-time great., disappointment,2
139,13385447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--They're known for being. <b> They're being manipulated by the spirits. </b> There are entering their body because energy is just Spirits people have many different names for energy, but it's all the same shit. Why do you think when people, you know try to worship some kind of Saint or something like that and they invite that spirit in their house they start letting them know that they're there by flicking the lights on and off.--13385447", They're being manipulated by the spirits. , disapproval,1
1018,18710943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--You need your number on your bottom of your shoes. <b> So basically you come into transition you find your bike your kick your shoes off, maybe some bungee cord laces are a good way to go and then you've got two options depending on whether I'm going to be trying to win the event or whether I'm trying to actually just complete it and do it. </b> Well, so if you're trying to win the event the idea would be to just in a triathlon. I'm going to have my shoes clip to my pedals and some rubber bands making sure that--18710943"," So basically you come into transition you find your bike your kick your shoes off, maybe some bungee cord laces are a good way to go and then you've got two options depending on whether I'm going to be trying to win the event or whether I'm trying to actually just complete it and do it. ", neutral,1
1589,33298611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,elcome to Crime Town produced in partnership with gimlet media and Spotify for season 2.-- Do I even want a baby? I don't even know if I want a baby this city teach you want die for so you always need a hustle.<b> Welcome to Crime Town produced in partnership with gimlet media and Spotify for season 2.</b> We're headed to Detroit Motor City after City.--33298611., Welcome to Crime Town produced in partnership with gimlet media and Spotify for season 2., pride,2
443,5172496,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hey were similar but detective put the thought out of his mind after all they had no reason to suspect John aside from some less than reliable Witnesses following the visit from the police.-- John's Last Words echoed in the head of one of the detectives who questioned him. I hope you catch that guy that guy police weren't even sure that the murders of Mary Fletcher and Joan Schell were connected though.<b> They were similar but detective put the thought out of his mind after all they had no reason to suspect John aside from some less than reliable Witnesses following the visit from the police.</b> John was more nervous than ever he still.--5172496., They were similar but detective put the thought out of his mind after all they had no reason to suspect John aside from some less than reliable Witnesses following the visit from the police., confusion,2
25,1316613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-Especially my little car as frightening as the sides was the lights were closed. <b> I grabbed the wheel pulled to the right and felt the sickening thud on my tires and started slamming on the brakes. </b> I was off the paved Road and onto the dusty shoulder. I could feel the suspension bouncing me up and down almost mocking me for having made the mistake to shut my eyes.--1316613, I grabbed the wheel pulled to the right and felt the sickening thud on my tires and started slamming on the brakes. ,remorse,2
